index,Company,TypeName,Inches,ScreenResolution,cpu_brand,cpu_name,cpu_speed,Ram,Memory,gpu_brand,gpu_name,OpSys,Weight,Price
509,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,N/A,2.40,61219
510,Dell,Ultrabook,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,8.0,128GB SSD,Intel, HD Graphics 620,windows,1.30,47899
511,Acer,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,4.0,500GB HDD,Nvidia, GeForce 940MX,windows,2.20,34046
512,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,1TB HDD,Intel, HD Graphics 620,windows,2.20,44542
513,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 8550U ,1.8,16.0,256GB SSD +  2TB HDD,AMD, Radeon 530,windows,2.20,64961
514,Xiaomi,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 8550U ,1.8,16.0,256GB SSD,Nvidia, GeForce MX150,N/A,2.00,74589
515,Asus,Netbook,11.60,1366x768,Intel, Celeron Dual Core N3350 ,1.1,2.0,32GB Flash Storage,Intel, HD Graphics 500,windows,1.10,13054
516,HP,Notebook,15.60,Touchscreen 1366x768,Intel, Core i5 8250U ,1.6,4.0,1TB HDD,Intel, UHD Graphics 620,windows,2.00,27784
517,Asus,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,24.0,512GB SSD,Nvidia, GeForce GTX1080,windows,2.20,158135
518,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Nvidia, GeForce 930MX,windows,2.00,47366
519,Asus,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX1050 Ti,windows,3.00,80133
520,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,3.20,74539
521,HP,Ultrabook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,74539
522,Dell,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7300U ,2.6,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.60,68184
523,HP,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,128GB SSD,Intel, HD Graphics 520,windows,1.60,36710
524,Dell,Notebook,17.30,IPS Panel Full HD 1920x1080,Intel, Core i5 8250U ,1.6,8.0,128GB SSD +  1TB HDD,AMD, Radeon 530,linux,2.80,47366
525,Lenovo,Notebook,24.00,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,2.00,71395
526,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,4.0,1TB HDD,Nvidia, GeForce 920MX,windows,2.20,42571
527,Lenovo,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,8.0,2TB HDD,Nvidia, GeForce 920MX ,N/A,2.20,24456
528,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,AMD, Radeon R5 M430,windows,2.30,31169
529,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7440HQ ,2.8,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.90,73367
530,Dell,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.40,160520
531,Toshiba,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,500GB HDD,Intel, HD Graphics 620,windows,2.00,45821
532,Asus,Notebook,15.60,IPS Panel 4K Ultra HD 3840x2160,Intel, Core i7 7500U ,2.7,8.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 960M,windows,2.00,69211
533,Mediacom,Notebook,13.30,IPS Panel Full HD 1920x1080,Intel, Celeron Quad Core N3450 ,1.1,4.0,32GB SSD,Intel, HD Graphics 500,windows,1.20,19660
534,Asus,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,2.30,87859
535,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7600U ,2.8,8.0,256GB SSD,Nvidia, GeForce 930MX,windows,1.90,72940
536,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 8250U ,1.6,8.0,256GB SSD,AMD, Radeon 530,windows,2.20,42486
537,HP,Notebook,15.60,Full HD 1920x1080,Intel, Pentium Quad Core N3710 ,1.6,4.0,256GB SSD,Intel, HD Graphics 405,windows,1.90,21258
538,HP,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,12.0,1TB HDD,Nvidia, GeForce GTX 1060,windows,2.60,95851
539,Lenovo,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Nvidia, GeForce 940MX,windows,1.90,45768
540,Dell,Ultrabook,13.30,Quad HD+ / Touchscreen 3200x1800,Intel, Core i7 8550U ,1.8,8.0,256GB SSD,Intel, UHD Graphics 620,windows,1.20,74539
541,Dell,Notebook,14.00,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,128GB SSD,Intel, HD Graphics 520,windows,1.60,39207
542,HP,Ultrabook,13.30,IPS Panel Quad HD+ 3200x1800,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,61006
543,Acer,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,1TB HDD,Nvidia, GeForce GTX 1050,linux,2.40,42517
544,Asus,Notebook,15.60,1366x768,AMD, E-Series 7110 ,1.8,4.0,500GB HDD,AMD, Radeon R2 Graphics,windows,2.00,18595
545,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 7100U ,2.4,4.0,128GB SSD,Intel, HD Graphics 620,windows,2.10,37589
546,Lenovo,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,Intel, HD Graphics 620,windows,1.90,41825
547,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,4.0,1TB HDD,Intel, HD Graphics 520,N/A,2.20,24634
548,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Intel, HD Graphics 520,windows,1.90,21152
549,Lenovo,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,2.00,92121
550,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,128GB SSD,Intel, HD Graphics 520,windows,2.20,26587
551,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.90,59513
552,Dell,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.40,143803
553,HP,Notebook,17.30,1600x900,Intel, Core i3 6006U ,2.0,8.0,1TB HDD,Intel, HD Graphics 520,windows,2.70,28992
554,HP,Notebook,17.30,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,1TB HDD,Nvidia, GeForce 930MX,windows,2.60,68198
555,Asus,Notebook,15.60,1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,500GB HDD,Intel, HD Graphics 500,linux,2.00,11935
556,Mediacom,Notebook,13.30,IPS Panel Full HD 1920x1080,Intel, Atom x5-Z8350 ,1.4,4.0,32GB Flash Storage,Intel, HD Graphics,windows,1.40,13586
557,Lenovo,Notebook,17.30,1600x900,Intel, Core i7 7500U ,2.7,6.0,128GB SSD +  1TB HDD,Nvidia, GeForce 940MX,windows,2.80,50563
558,HP,Notebook,15.60,IPS Panel Full HD 1920x1080,AMD, A10-Series A10-9620P ,2.5,6.0,128GB SSD,AMD, Radeon 530,windows,1.90,30311
559,Dell,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,AMD, Radeon R5 M420,windows,2.20,32922
560,Acer,2 in 1 Convertible,11.60,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Celeron Dual Core N3350 ,2.0,4.0,32GB Flash Storage,Intel, HD Graphics 500,windows,1.30,18595
561,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 7130U ,2.7,4.0,128GB SSD,Intel, HD Graphics 620,windows,2.10,33566
562,HP,Ultrabook,13.30,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel, Core M 6Y75 ,1.2,16.0,512GB SSD,Intel, HD Graphics 515,windows,1.20,104695
563,Lenovo,Notebook,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,256GB SSD,Nvidia, Quadro M620M,windows,3.40,159787
564,Asus,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.50,44702
565,Dell,Ultrabook,13.30,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel, Core i5 8250U ,1.6,8.0,128GB SSD,Intel, UHD Graphics 620,windows,1.20,85195
566,Dell,Notebook,15.60,1366x768,Intel, Core i5 7300U ,2.6,4.0,500GB HDD,Intel, HD Graphics 620,windows,1.90,51096
568,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Pentium Quad Core N4200 ,1.1,4.0,500GB HDD,Intel, HD Graphics 505,windows,2.20,18328
569,Lenovo,Notebook,14.00,1366x768,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,Intel, HD Graphics 620,windows,2.00,52747
570,HP,Workstation,17.30,1600x900,Intel, Core i5 7440HQ ,2.8,8.0,500GB HDD,Nvidia, Quadro M1200,windows,3.10,99154
571,HP,Notebook,14.00,1366x768,Intel, Pentium Quad Core N3710 ,1.6,8.0,2TB HDD,Intel, HD Graphics 405,windows,1.90,20726
572,HP,Notebook,15.60,IPS Panel Full HD 1920x1080,AMD, A9-Series A9-9420 ,3.0,6.0,256GB SSD,AMD, Radeon 530,windows,2.00,34579
573,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,2.30,44222
574,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 8250U ,1.6,4.0,500GB HDD,Intel, HD Graphics 620,windows,2.10,36497
575,Mediacom,Notebook,14.00,Full HD 1920x1080,Intel, Atom x5-Z8350 ,1.4,4.0,32GB SSD,Intel, HD Graphics,windows,1.40,13267
576,Toshiba,Ultrabook,14.00,Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,16.0,512GB SSD,Intel, HD Graphics 620,windows,1.20,99367
577,Lenovo,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 6820HK ,2.7,32.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.60,141885
578,MSI,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7820HK ,2.9,16.0,512GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.10,145401
579,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,AMD, Radeon R5 M430,linux,2.20,39907
580,Mediacom,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Celeron Quad Core N3450 ,1.1,4.0,32GB SSD,Intel, HD Graphics 500,windows,1.50,20726
581,Dell,Notebook,15.60,1366x768,Intel, Core i5 7300U ,2.6,8.0,500GB HDD,Intel, HD Graphics 620,windows,1.90,53734
582,HP,Notebook,13.30,Full HD 1920x1080,Intel, Core i3 7100U ,2.4,4.0,128GB SSD,Intel, HD Graphics 620,windows,1.50,38308
583,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7600U ,2.8,16.0,256GB SSD,Nvidia, GeForce 930MX,windows,1.90,81912
584,Dell,Netbook,11.60,1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,16GB Flash Storage,Intel, HD Graphics 400,other,1.30,15718
585,MSI,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 6820HK ,2.7,16.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 980M,windows,4.50,125155
586,HP,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,3.80,79813
587,Lenovo,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 6600U ,2.6,12.0,256GB SSD,Intel, HD Graphics 520,windows,8.40,89137
588,Lenovo,Notebook,15.60,Touchscreen 1366x768,Intel, Core i7 8550U ,1.8,12.0,1TB HDD,Intel, HD Graphics 620,windows,2.20,32448
589,Asus,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,2.70,94306
590,Asus,2 in 1 Convertible,15.60,Touchscreen 1366x768,Intel, Core i5 7200U ,2.5,8.0,1TB HDD,Intel, HD Graphics 520,windows,2.20,39374
591,Lenovo,Notebook,15.60,Full HD 1920x1080,AMD, A12-Series 9720P ,3.6,12.0,512GB SSD,AMD, Radeon 530,windows,2.20,50563
592,Dell,2 in 1 Convertible,31.60,Touchscreen 1366x768,Intel, Core M 7Y30 ,1.0,4.0,128GB SSD,Intel, HD Graphics 615,windows,1.40,32128
593,Samsung,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.50,90523
594,Lenovo,Notebook,17.30,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Intel, HD Graphics 520,N/A,2.80,28185
595,Lenovo,Notebook,15.60,1366x768,Intel, Core i3 6100U ,2.3,8.0,1TB HDD,Intel, HD Graphics 520,windows,2.30,24456
596,Lenovo,2 in 1 Convertible,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.40,107892
597,Lenovo,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,256GB SSD,Intel, HD Graphics 630,windows,1.70,78535
598,Dell,2 in 1 Convertible,12.50,Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,88978
599,Dell,Workstation,15.60,Full HD / Touchscreen 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,256GB SSD,Nvidia, Quadro M620,windows,2.10,93933
600,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.80,64948
601,HP,Notebook,15.60,1366x768,Intel, Core i3 7100U ,2.4,4.0,500GB HDD,Intel, HD Graphics 620,windows,2.10,35617
602,Acer,Notebook,14.00,Full HD 1920x1080,Intel, Celeron Quad Core N3450 ,1.1,4.0,32GB Flash Storage,Intel, HD Graphics 500,windows,1.60,17529
603,MSI,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 6820HK ,2.7,16.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 970M,windows,4.10,117163
604,Dell,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,AMD, Radeon R5 M420,linux,2.20,24775
605,MSI,Gaming,15.60,4K Ultra HD 3840x2160,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  2TB HDD,Nvidia, GeForce GTX 1060,windows,1.80,122491
606,Toshiba,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 6500U ,2.5,8.0,256GB SSD,Intel, HD Graphics 520,windows,2.20,74539
607,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,6.0,1TB HDD,Intel, HD Graphics 620,windows,2.40,30050
608,Lenovo,2 in 1 Convertible,15.60,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,256GB SSD,Intel, HD Graphics 630,windows,2.00,69211
609,Acer,Notebook,14.00,1366x768,Intel, Pentium Quad Core N3710 ,1.6,4.0,128GB Flash Storage,Intel, HD Graphics 405,windows,1.60,18595
610,Lenovo,Notebook,15.60,IPS Panel 4K Ultra HD 3840x2160,Intel, Xeon E3-1535M v6 ,3.1,32.0,1TB SSD,Nvidia, Quadro M2200M,windows,2.50,261019
611,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 6700HQ ,2.6,16.0,1TB HDD,Nvidia, GeForce GTX 960<U+039C>,windows,2.60,46834
612,Dell,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,Intel, HD Graphics 520,linux,2.20,23651
613,Dell,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,Intel, HD Graphics 520,linux,2.30,19128
614,Dell,Notebook,15.60,1366x768,Intel, Core i5 7300U ,2.6,4.0,500GB HDD,Intel, HD Graphics 620,linux,1.90,46300
615,Asus,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,3.00,62231
617,HP,Ultrabook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.80,74006
618,MSI,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,2.90,120832
619,Acer,2 in 1 Convertible,11.60,IPS Panel Touchscreen 1366x768,Intel, Celeron Quad Core N3160 ,1.6,4.0,32GB Flash Storage,Intel, HD Graphics 400,other,1.30,20193
620,HP,Notebook,14.00,1366x768,Intel, Core i5 7300U ,2.6,8.0,256GB SSD,Intel, HD Graphics 620,windows,2.30,59887
621,Lenovo,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.70,78055
622,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 8250U ,1.6,4.0,1TB HDD,AMD, Radeon 530,windows,2.20,41345
623,Fujitsu,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,2.20,42571
624,HP,Notebook,15.60,1366x768,Intel, Core i5 6200U ,2.3,4.0,500GB HDD,Intel, HD Graphics 520,windows,1.90,49657
626,Mediacom,Notebook,14.00,Full HD 1920x1080,Intel, Atom x5-Z8350 ,1.4,2.0,32GB Flash Storage,Intel, HD Graphics,windows,1.40,12734
627,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,128GB SSD,Intel, HD Graphics 620,N/A,2.20,24935
628,Asus,2 in 1 Convertible,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,6.0,1TB HDD,Intel, HD Graphics 620,windows,1.50,34046
630,Asus,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,16.0,512GB SSD,Intel, HD Graphics 620,windows,11.10,101232
631,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050 Ti,windows,2.60,78801
632,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 8250U ,1.6,4.0,256GB SSD,Intel, UHD Graphics 620,windows,1.80,44169
633,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,Nvidia, GeForce 920MX ,windows,2.20,30849
634,Asus,Notebook,15.60,1366x768,Intel, Celeron Dual Core N3350 ,1.1,8.0,1TB HDD,Intel, HD Graphics 500,windows,2.00,21259
635,Asus,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,1TB HDD,Nvidia, GeForce GTX 1050,windows,2.00,48305
636,Dell,Ultrabook,13.30,Quad HD+ / Touchscreen 3200x1800,Intel, Core i5 8250U ,1.6,8.0,256GB SSD,Intel, UHD Graphics 620,windows,1.20,99580
637,Lenovo,Notebook,14.00,1366x768,Intel, Celeron Dual Core N3060 ,1.6,2.0,32GB Flash Storage,Intel, HD Graphics 400,windows,1.40,13267
638,Lenovo,2 in 1 Convertible,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,93635
639,Dell,Notebook,15.60,4K Ultra HD / Touchscreen 3840x2160,Intel, Core i7 7700HQ ,2.8,16.0,1TB SSD,Nvidia, GeForce GTX 1050,windows,2.10,127819
640,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050M,windows,2.50,59088
641,HP,Notebook,17.00,1600x900,AMD, A9-Series 9420 ,3.0,8.0,1TB HDD,AMD, Radeon R5,windows,2.60,27754
642,Lenovo,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,16.0,512GB SSD,Intel, HD Graphics 620,windows,1.10,130536
643,Asus,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,1TB HDD,Nvidia, GeForce GTX 1050 Ti,N/A,2.50,62284
644,Acer,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Intel, HD Graphics 520,windows,2.40,23976
645,Lenovo,Notebook,14.00,1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,32GB Flash Storage,Intel, HD Graphics,windows,1.40,14599
646,Acer,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, Graphics 620,windows,1.80,48964
647,Razer,Gaming,14.00,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD,Nvidia, GeForce GTX 1060,windows,2.00,138475
648,Toshiba,Notebook,13.30,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.20,64629
649,Lenovo,Ultrabook,12.50,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,84396
650,Asus,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 6820HK ,2.7,32.0,512GB SSD,Nvidia, GeForce GTX 1080,windows,3.80,149131
651,Acer,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,1TB HDD,Nvidia, GeForce GTX 1050,linux,2.40,37776
652,Dell,Ultrabook,13.30,Full HD 1920x1080,Intel, Core i5 8250U ,1.6,8.0,256GB SSD,Intel, UHD Graphics 620,windows,1.20,77251
653,MSI,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050 Ti,windows,2.20,63499
654,HP,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Intel, HD Graphics 520,N/A,1.90,19442
655,Toshiba,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,500GB HDD,Intel, HD Graphics 620,windows,2.00,56690
656,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 8550U ,1.8,8.0,256GB SSD,AMD, Radeon 530,windows,6.20,48964
657,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 8550U ,1.8,16.0,256GB SSD +  2TB HDD,AMD, Radeon 530,windows,2.20,60473
658,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 6700HQ ,2.6,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 960,windows,3.30,63723
659,Dell,Gaming,17.30,IPS Panel 4K Ultra HD 3840x2160,Intel, Core i7 7700HQ ,2.8,32.0,512GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.40,167692
660,Dell,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 6300U ,2.4,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.60,65481
661,Lenovo,Notebook,15.60,1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,500GB HDD,Intel, HD Graphics 500,windows,2.20,22324
662,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,4.0,500GB HDD,Intel, HD Graphics 520,windows,2.20,28505
663,HP,Notebook,15.60,1920x1080,Intel, Core i3 6006U ,2.0,6.0,1TB HDD,AMD, Radeon R5 M430,windows,2.00,28718
664,MSI,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,2.70,79215
665,Toshiba,Notebook,15.60,1366x768,Intel, Core i3 6100U ,2.1,4.0,128GB SSD,Intel, HD Graphics 520,windows,2.10,26533
667,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,1TB HDD,AMD, Radeon 530,windows,2.10,39694
668,Toshiba,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,2.00,67026
669,Acer,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,128GB SSD,Intel, HD Graphics 520,linux,2.10,21951
670,Microsoft,Ultrabook,13.50,Touchscreen 2256x1504,Intel, Core i7 7600U ,2.8,8.0,256GB SSD,Intel, Iris Plus Graphics 640,windows,1.30,99519
671,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,128GB SSD +  1TB HDD,AMD, Radeon R5 M430,windows,1.90,43580
672,Lenovo,2 in 1 Convertible,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,55092
673,Lenovo,Notebook,35.60,1366x768,AMD, E-Series E2-9000 ,2.2,4.0,128GB SSD,AMD, Radeon R2 Graphics,windows,2.20,18595
674,HP,2 in 1 Convertible,14.00,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i3 7100U ,2.4,4.0,128GB SSD,Nvidia, GeForce 940MX,windows,1.60,37243
675,MSI,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.40,68944
676,Asus,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.10,60473
677,HP,2 in 1 Convertible,11.60,Touchscreen 1366x768,Intel, Celeron Dual Core N3350 ,1.1,8.0,64GB Flash Storage,Intel, HD Graphics 500,other,1.40,26374
